1
240.897,211.449,206.343,68.9167,290.203,48.5872,324.756,191.12
221,201,221,58,312,58,312,201
316.421,206.102,226.239,199.66,236.376,57.7411,326.558,64.1827
252.953,216.105,222.74,69.0672,306.36,51.8849,336.573,198.923
231,204,231,64,324,64,324,204
234,206,234,66,326,66,326,206
234,207,234,66,325,66,325,207
259.078,220.071,217.473,82.2535,301.875,56.7736,343.48,194.591
266.898,221.508,202.471,103.861,284.86,58.7436,349.286,176.391
270.036,220.277,192.211,117.992,268.598,59.8713,346.423,162.156
245.169,218.034,186.792,104.713,270.034,61.8309,328.411,175.152
203,200,203,78,291,78,291,200
198,198,198,88,283,88,283,198
203.73,204.378,186.54,101.243,267.946,87.6757,285.135,190.811
197,192,197,102,282,102,282,192
200,190,200,104,284,104,284,190
207,185,207,100,292,100,292,185
282.652,196.482,202.362,132.804,247.657,75.6934,327.947,139.372
288.858,208.124,211.549,119.77,265.496,72.5664,342.805,160.92
290.911,218.628,229.368,96.88,283.143,69.6967,344.686,191.444
279.88,219.151,253.666,82.2555,303.909,72.6345,330.123,209.53
275.118,221.471,240.529,83.1177,289.706,70.8235,324.294,209.176
263.183,211.487,226.238,88.8318,279.215,72.8749,316.16,195.53
290.996,222.807,235.672,218.924,245.492,78.982,300.816,82.8643
284.594,226.695,226.594,216.634,248.215,91.9964,306.215,102.058
278.769,221.792,223.053,210.536,247.973,87.1864,303.689,98.4421
257.853,232.912,190.941,192.765,258.971,79.3824,325.882,119.529
202,199,202,78,290,78,290,199
204,192,204,77,294,77,294,192
296.306,195.023,205.994,188.076,214.971,71.3823,305.282,78.3294
209,197,209,75,299,75,299,197
211,200,211,74,303,74,303,200
222.195,218.244,195.956,95.7951,283.576,77.0195,309.815,199.468
299.135,200.376,203.485,185.964,220.33,74.173,315.98,88.586
288.307,216.604,208.071,186.916,249.396,75.2266,329.632,104.914
229,195,229,72,299,72,299,195
213,197,213,79,294,79,294,197
202,209,202,75,293,75,293,209
255.689,220.518,167.349,113.581,238.029,55.1933,326.368,162.13
273.432,220.616,160.536,154.638,210.939,68.393,323.835,134.371
266.353,222.296,163.063,143.469,220.175,68.6332,323.465,147.46
266.042,219.15,169.572,112.7,233.074,55.1512,329.544,161.6
222,201,222,65,311,65,311,201
308.193,217.405,217.148,193.403,253.519,55.4458,344.564,79.4485
318.056,220.428,229.2,189.6,273.293,62.5097,362.148,93.3372
340.78,217.717,249.689,196.571,281.345,60.2051,372.436,81.3513
341.34,228.159,249.315,190.957,300.356,64.6973,392.381,101.899
296.966,225.169,233.407,101.79,326.3,53.9361,389.859,177.315
299.562,220.836,239.973,89.7397,333.247,47.3425,392.836,178.438
297.844,219.49,241.91,87.6444,335.979,47.7362,391.914,179.582
345.323,226.276,247.867,187.775,299.56,56.9251,397.017,95.4264
303.552,232.107,221.266,124.502,313.95,53.6266,396.236,161.231
265.205,219.956,234.81,78.1122,340.254,55.5171,370.649,197.361
251,206,251,63,358,63,358,206
259.197,209.197,247.775,58.4262,350.307,50.6585,361.729,201.43
260.04,209.28,239.6,66.2,347.54,50.78,367.98,193.86
262.594,213.71,232.61,73.0175,342.363,49.6275,372.347,190.32
264.167,215.961,230.869,74.4426,340.226,48.7115,373.525,190.23
311.186,230.761,192.253,124.686,266.403,41.5484,385.336,147.624
308.748,233.23,182.439,133.987,255.205,41.3754,381.514,140.618
280.628,235.603,182.144,109.544,275.873,36.3178,374.357,162.377
275.72,235.906,175.372,112.562,265.06,39.595,365.408,162.939
237.169,225.497,198.558,83.1199,302.459,54.9433,341.07,197.32
224.794,211.324,219.066,71.9288,321.441,67.7216,327.169,207.116
312.568,223.595,215.595,207.432,239,67,335.973,83.1622
323.5,212.5,218.549,202.959,230.123,75.6475,335.074,85.1885
309.612,221.273,211.419,198.319,242.885,63.7134,341.078,86.6675
307.441,219.096,211.682,198.225,241.579,61.0493,337.338,81.9198
316.546,216.212,217.891,202.697,237.246,61.4036,335.902,74.918
231,209,231,72,330,72,330,209
236,209,236,69,331,69,331,209
323.071,210.079,229.484,204.782,237.301,66.6775,330.888,71.9748
305.268,219.921,217.324,197.281,253.024,58.6002,340.968,81.2393
305.467,212.402,213.235,206.184,222.817,64.0439,315.05,70.2618
303.641,210.607,209.397,208.025,213.166,70.4292,307.411,73.0112
299.229,216.62,207.563,204.038,225.254,75.1524,316.919,87.7339
302.871,214.382,216.005,199.597,239.322,62.608,326.188,77.3938
301.239,221.2,217.523,195.192,259.627,59.6704,343.342,85.6792
322.586,205.923,229.046,200.821,236.781,59.0062,330.321,64.1084
327.913,223.186,231.314,196.07,274.146,43.4796,370.745,70.5952
347.303,218.376,243.237,193.148,278.678,46.9523,382.744,72.1804
354.152,220.056,246.387,199.668,277.018,37.7602,384.783,58.1481
252,219,252,44,364,44,364,219
267.734,230.237,217.814,64.5019,320.454,33.5863,370.374,199.321
258.747,229.842,190.014,78.6301,295.719,30.5822,364.452,181.794
281.539,238.692,150.462,151.308,218.923,48.6154,350,136
279.786,231.434,144.087,164.662,198.85,53.3704,334.549,120.143
255.338,233.801,147.884,145.035,226.467,49.9079,333.921,138.674
249.018,229.231,173.574,115.296,256.677,60.2677,332.121,174.204
203,210,203,68,298,68,298,210
216,205,216,65,307,65,307,205
302.749,212.102,217.935,200.601,237.341,57.4869,322.154,68.987
318.002,205.976,233.309,199.779,243.733,57.3219,328.426,63.519
269.27,219.872,200.102,94.8374,278.104,51.6873,347.272,176.722
281.642,222.193,180.859,127.338,246.767,57.3101,347.551,152.165
261.194,224.084,169.233,135.294,240.431,61.5538,332.392,150.344
232.454,224.743,172.675,119.251,264.543,67.1926,324.321,172.685
218.567,208.661,197.709,81.4248,289.871,66.3161,310.73,193.553
233,210,233,91,322,91,322,210
327.987,220.598,243.948,209.393,259.843,90.1791,343.882,101.384
330.623,222.829,249.63,186.014,298.363,78.8014,379.356,115.616
318.686,225.278,259.267,171.43,349.035,72.3753,408.454,126.224
318.978,222.603,263.698,160.895,368.089,67.3785,423.369,129.086
296,209,296,66,378,66,378,209
276,205,276,53,361,53,361,205
256.681,196.942,244.506,54.8995,335.353,47.1126,347.527,189.155
272.52,210.36,188.52,98.36,271.08,36.44,355.08,148.44
274.562,212.769,163.955,122.901,226.569,45.8377,337.177,135.706
267.751,210.888,144.616,134.152,197.796,48.8151,320.932,125.552
273.282,202.729,128.859,170.635,150.388,73.753,294.812,105.847
273.177,204.294,126.824,167.706,150.706,72.1765,297.059,108.765
248.576,220.214,106.946,160.128,148.575,62.0016,290.205,122.087
255.674,216.025,145.087,170.917,187.443,67.0754,298.03,112.184
255.614,215.952,144.289,170.82,186.24,67.3406,297.565,112.472
247.545,213.692,162.946,106.316,229.245,54.0799,313.844,161.456
270.601,211.396,185.808,195.822,206.205,84.7723,290.998,100.346
195.984,210.667,189.975,84.4774,268.559,80.7353,274.568,206.925
192,208,192,83,271,83,271,208
193.962,209.382,190.946,82.7394,269.306,80.8736,272.322,207.516
134.983,177.418,110.384,95.8524,226.839,60.7309,251.439,142.296
230.87,172.703,106.73,145.453,123.591,68.6419,247.731,95.8922
137.874,183.022,104.5,107.288,216.723,57.8338,250.097,133.567
147.584,181.187,112.108,102.351,219.551,54.0021,255.027,132.838
165.872,176.272,122.235,98.3483,215.962,45.8611,259.599,123.784
